date,flow,FDCPercentile,calMonthlyFDCPercentile,day,waterYear,waterMonth,waterDay,waterWeek,ewrMeasureExceedance,ewrExceedance,ewrFlowBandNumber,ewrFlowBand
1986-11-10,375.0600984081756,0.69,0.11367336723311162,314,1986,2,41,6,,0.06999999999999995,1,Wet
1986-11-11,382.5955185449121,0.68,0.1041844523273585,315,1986,2,42,6,,0.06000000000000005,1,Wet
1986-11-12,385.1911752921153,0.676277527156689,0.1,316,1986,2,43,7,,0.06000000000000005,1,Wet
1986-11-13,394.0246771984694,0.6631605789841425,0.0831605789841424,317,1986,2,44,7,,0.06000000000000005,1,Wet
1986-11-14,396.08395114131787,0.66,0.08,318,1986,2,45,7,,0.06000000000000005,1,Wet
1986-11-15,406.6998144009385,0.65,0.07,319,1986,2,46,7,,0.06000000000000005,1,Wet
1986-11-16,412.25969213242286,0.6451636854829023,0.06516368548290226,320,1986,2,47,7,,0.06000000000000005,1,Wet
1986-11-17,418.19591894878914,0.64,0.06,321,1986,2,48,7,,0.06000000000000005,1,Wet
1986-11-18,435.072576070002,0.62,0.04684894598904232,322,1986,2,49,7,0.040000000000000036,0.06000000000000005,1,Wet
1986-11-19,451.75705161771555,0.6047397922558254,0.03834194186830954,323,1986,2,50,8,,0.06000000000000005,1,Wet
1986-11-20,474.65062472348933,0.5858791970928431,0.031011804386627893,324,1986,2,51,8,,0.06000000000000005,1,Wet
1986-11-21,461.11495907205375,0.5965485209085978,0.0353456971203085,325,1986,2,52,8,,0.040000000000000036,1,Wet
1986-11-22,461.11495907205375,0.5965485209085978,0.0353456971203085,326,1986,2,53,8,,0.040000000000000036,1,Wet
1986-11-23,469.10541407541234,0.5906703780287454,0.032787287673028395,327,1986,2,54,8,,0.040000000000000036,1,Wet
1986-11-24,485.2693293039278,0.5755940726836944,0.02744525857861134,328,1986,2,55,8,,0.040000000000000036,1,Wet
1986-11-25,490.357429468972,0.57,0.02570247351730017,329,1986,2,56,8,,0.040000000000000036,1,Wet
1986-11-26,496.9047674821628,0.564732498892339,0.02345986772916419,330,1986,2,57,9,,0.040000000000000036,1,Wet
1986-11-27,502.78711458791463,0.56,0.021445035801958556,331,1986,2,58,9,,0.040000000000000036,1,Wet
1986-11-28,502.78711458791463,0.56,0.021445035801958556,332,1986,2,59,9,0.040000000000000036,0.040000000000000036,1,Wet
1986-11-29,507.0059290967494,0.5561468739628772,0.02,333,1986,2,60,9,,0.040000000000000036,1,Wet
1986-11-30,525.1218445721947,0.543499725573635,0.01667481472833976,334,1986,2,61,9,,0.040000000000000036,1,Wet
1986-12-01,531.2518452874355,0.54,0.21,335,1986,3,62,9,,0.040000000000000036,1,Wet
1986-12-02,531.2518452874355,0.54,0.21,336,1986,3,63,9,,0.040000000000000036,1,Wet
1986-12-03,536.8780500492484,0.5366846661926873,0.2037359630531821,337,1986,3,64,10,,0.040000000000000036,1,Wet
1986-12-04,536.8780500492484,0.5366846661926873,0.2037359630531821,338,1986,3,65,10,,0.040000000000000036,1,Wet
1986-12-05,542.6549481246924,0.5332805338687248,0.19051038072658966,339,1986,3,66,10,,0.040000000000000036,1,Wet
1986-12-06,548.2220965164462,0.53,0.18541162748280887,340,1986,3,67,10,,0.040000000000000036,1,Wet
1986-12-07,548.2220965164462,0.53,0.18541162748280887,341,1986,3,68,10,,0.040000000000000036,1,Wet
1986-12-08,554.634520659176,0.5265255703383801,0.18,342,1986,3,69,10,0.06000000000000005,0.040000000000000036,1,Wet
1986-12-09,561.4868496933939,0.5228127879774911,0.17,343,1986,3,70,10,,0.040000000000000036,1,Wet
1986-12-10,561.4868496933939,0.5228127879774911,0.17,344,1986,3,71,11,,0.040000000000000036,1,Wet
1986-12-11,566.6781447524033,0.52,0.16,345,1986,3,72,11,,0.06000000000000005,1,Wet
1986-12-12,570.168777231537,0.5183872729022349,0.15,346,1986,3,73,11,,0.06000000000000005,1,Wet
1986-12-13,576.2093390100107,0.515596438368922,0.14667253639431577,347,1986,3,74,11,,0.06000000000000005,1,Wet
1986-12-14,588.3224296656455,0.51,0.14,348,1986,3,75,11,,0.06000000000000005,1,Wet
1986-12-15,593.0643481918721,0.5074538814508912,0.13,349,1986,3,76,11,,0.06000000000000005,1,Wet
1986-12-16,593.0643481918721,0.5074538814508912,0.13,350,1986,3,77,11,,0.06000000000000005,1,Wet
1986-12-17,599.4776543105631,0.5040103305801624,0.12538019098718423,351,1986,3,78,12,,0.06000000000000005,1,Wet
1986-12-18,606.9465370462163,0.5,0.12,352,1986,3,79,12,0.09999999999999998,0.06000000000000005,1,Wet
1986-12-19,619.7760781539125,0.4943500069769319,0.11435000697693186,353,1986,3,80,12,,0.06000000000000005,1,Wet
1986-12-20,629.6537174892982,0.49,0.11,354,1986,3,81,12,,0.06000000000000005,1,Wet
1986-12-21,631.8422747292525,0.48846871372501993,0.1,355,1986,3,82,12,,0.09999999999999998,2,Mod_Wet
1986-12-22,636.5830421564605,0.4851517010549252,0.09699513663710742,356,1986,3,83,12,,0.09999999999999998,2,Mod_Wet
1986-12-23,643.9459976181907,0.48,0.09232823925197386,357,1986,3,84,12,,0.09999999999999998,2,Mod_Wet
1986-12-24,643.9459976181907,0.48,0.09232823925197386,358,1986,3,85,13,,0.09999999999999998,2,Mod_Wet
1986-12-25,648.4673831674933,0.4774918079533361,0.0894091032512272,359,1986,3,86,13,,0.09999999999999998,2,Mod_Wet
1986-12-26,650.4824688347184,0.47637395994219717,0.08800517679962859,360,1986,3,87,13,,0.09999999999999998,2,Mod_Wet
1986-12-27,650.4824688347184,0.47637395994219717,0.08800517679962859,361,1986,3,88,13,,0.09999999999999998,2,Mod_Wet
1986-12-28,661.9724703331348,0.47,0.08,362,1986,3,89,13,0.18999999999999995,0.09999999999999998,2,Mod_Wet
1986-12-29,661.9724703331348,0.47,0.08,363,1986,3,90,13,,0.09999999999999998,2,Mod_Wet
1986-12-30,661.9724703331348,0.47,0.08,364,1986,3,91,13,,0.09999999999999998,2,Mod_Wet
1986-12-31,667.6421410203268,0.4675683013148911,0.0775683013148911,365,1986,3,92,14,,0.09999999999999998,2,Mod_Wet
1987-01-01,667.6421410203268,0.4675683013148911,0.5,1,1986,4,93,14,,0.18999999999999995,2,Mod_Wet
1987-01-02,667.6421410203268,0.4675683013148911,0.5,2,1986,4,94,14,,0.18999999999999995,2,Mod_Wet
1987-01-03,684.5315944138771,0.46032448348573873,0.47,3,1986,4,95,14,,0.18999999999999995,2,Mod_Wet
1987-01-04,690.1825223078384,0.45809010817178214,0.46,4,1986,4,96,14,,0.18999999999999995,2,Mod_Wet
1987-01-05,704.67905735114,0.45243324138505764,0.44,5,1986,4,97,14,,0.18999999999999995,2,Mod_Wet
1987-01-06,710.9145884918202,0.45,0.42259825655603317,6,1986,4,98,14,,0.18999999999999995,2,Mod_Wet
1987-01-07,725.0551639992441,0.44423849744608257,0.41,7,1986,4,99,15,,0.18999999999999995,2,Mod_Wet
1987-01-08,729.8651338616747,0.44227870071559516,0.4,8,1986,4,100,15,0.25,0.18999999999999995,2,Mod_Wet
1987-01-09,735.4577964051957,0.44,0.3880987366602937,9,1986,4,101,15,,0.18999999999999995,2,Mod_Wet
1987-01-10,745.3882225988765,0.4350347485740903,0.36700091465537965,10,1986,4,102,15,,0.18999999999999995,2,Mod_Wet
1987-01-11,745.3882225988765,0.4350347485740903,0.36700091465537965,11,1986,4,103,15,,0.25,2,Mod_Wet
1987-01-12,768.4059838906146,0.4223928962215814,0.33,12,1986,4,104,15,,0.25,2,Mod_Wet
1987-01-13,768.4059838906146,0.4223928962215814,0.33,13,1986,4,105,15,,0.25,2,Mod_Wet
1987-01-14,763.9831940612547,0.42499126916753555,0.34,14,1986,4,106,16,,0.25,2,Mod_Wet
1987-01-15,763.9831940612547,0.42499126916753555,0.34,15,1986,4,107,16,,0.25,2,Mod_Wet
1987-01-16,763.9831940612547,0.42499126916753555,0.34,16,1986,4,108,16,,0.25,2,Mod_Wet
1987-01-17,763.9831940612547,0.42499126916753555,0.34,17,1986,4,109,16,,0.25,2,Mod_Wet
1987-01-18,763.9831940612547,0.42499126916753555,0.34,18,1986,4,110,16,0.36,0.25,2,Mod_Wet
1987-01-19,763.9831940612547,0.42499126916753555,0.34,19,1986,4,111,16,,0.25,2,Mod_Wet
1987-01-20,768.4059838906146,0.4223928962215814,0.33,20,1986,4,112,16,,0.25,2,Mod_Wet
1987-01-21,772.4790239397742,0.42,0.32,21,1986,4,113,17,,0.36,2,Mod_Wet
1987-01-22,776.1992802434033,0.4185362711901378,0.31,22,1986,4,114,17,,0.36,2,Mod_Wet
1987-01-23,776.1992802434033,0.4185362711901378,0.31,23,1986,4,115,17,,0.36,2,Mod_Wet
1987-01-24,782.3460362815399,0.41611783999456725,0.3,24,1986,4,116,17,,0.36,2,Mod_Wet
1987-01-25,790.2740343679293,0.4129985820035896,0.2949013736976651,25,1986,4,117,17,,0.36,2,Mod_Wet
1987-01-26,790.2740343679293,0.4129985820035896,0.2949013736976651,26,1986,4,118,17,,0.36,2,Mod_Wet
1987-01-27,804.6174526821538,0.4069503772462709,0.27928768595118625,27,1986,4,119,17,,0.36,2,Mod_Wet
1987-01-28,817.19167764394,0.4012458430517772,0.27,28,1986,4,120,18,0.43999999999999995,0.36,2,Mod_Wet
1987-01-29,827.494316859016,0.39707793574818645,0.26,29,1986,4,121,18,,0.36,2,Mod_Wet
1987-01-30,827.494316859016,0.39707793574818645,0.26,30,1986,4,122,18,,0.36,2,Mod_Wet
1987-01-31,837.3010310285691,0.3932857181066861,0.25,31,1986,4,123,18,,0.36,2,Mod_Wet
1987-02-01,837.3010310285691,0.3932857181066861,0.7,32,1986,5,124,18,,0.43999999999999995,3,Normal
1987-02-02,837.3010310285691,0.3932857181066861,0.7,33,1986,5,125,18,,0.43999999999999995,3,Normal
1987-02-03,845.7979321455755,0.39,0.68,34,1986,5,126,18,,0.43999999999999995,3,Normal
1987-02-04,845.7979321455755,0.39,0.68,35,1986,5,127,19,,0.43999999999999995,3,Normal
1987-02-05,851.3524088367864,0.38650562069146366,0.67,36,1986,5,128,19,,0.43999999999999995,3,Normal
1987-02-06,857.9729404886403,0.3823405750711704,0.65,37,1986,5,129,19,,0.43999999999999995,3,Normal
1987-02-07,863.8446172996254,0.3792440933969982,0.64,38,1986,5,130,19,,0.43999999999999995,3,Normal
1987-02-08,863.8446172996254,0.3792440933969982,0.64,39,1986,5,131,19,0.52,0.43999999999999995,3,Normal
1987-02-09,863.8446172996254,0.3792440933969982,0.64,40,1986,5,132,19,,0.43999999999999995,3,Normal
1987-02-10,871.8553819869751,0.3764292368378112,0.62,41,1986,5,133,19,,0.43999999999999995,3,Normal
1987-02-11,878.5846439870469,0.3740646801420813,0.61,42,1986,5,134,20,,0.52,3,Normal
1987-02-12,878.5846439870469,0.3740646801420813,0.61,43,1986,5,135,20,,0.52,3,Normal
1987-02-13,892.9714266533351,0.3687104282330824,0.6,44,1986,5,136,20,,0.52,3,Normal
1987-02-14,902.5164240287266,0.36434424985894875,0.59,45,1986,5,137,20,,0.52,3,Normal
1987-02-15,909.9863941447713,0.3609272534268506,0.58,46,1986,5,138,20,,0.52,3,Normal
1987-02-16,909.9863941447713,0.3609272534268506,0.58,47,1986,5,139,20,,0.52,3,Normal
1987-02-17,919.1681111080468,0.3575386377978356,0.56,48,1986,5,140,20,,0.52,3,Normal
1987-02-18,935.4974122387135,0.35192096990674887,0.5434965511170832,49,1986,5,141,21,0.5800000000000001,0.52,3,Normal
1987-02-19,941.0812410941041,0.35,0.5362384667192879,50,1986,5,142,21,,0.52,3,Normal
1987-02-20,935.4974122387135,0.35192096990674887,0.5434965511170832,51,1986,5,143,21,,0.52,3,Normal
1987-02-21,928.6772600839186,0.35426726442760653,0.55,52,1986,5,144,21,,0.5800000000000001,3,Normal
1987-02-22,928.6772600839186,0.35426726442760653,0.55,53,1986,5,145,21,,0.5800000000000001,3,Normal
1987-02-23,953.7943556779089,0.3462392186643199,0.5253868456488396,54,1986,5,146,21,,0.5800000000000001,3,Normal
1987-02-24,964.9270885779065,0.3429459443191993,0.52,55,1986,5,147,21,,0.5800000000000001,3,Normal
1987-02-25,982.0282013084473,0.3372575863519564,0.49,56,1986,5,148,22,,0.5800000000000001,3,Normal
1987-02-26,994.9508995225892,0.33229583138183433,0.4709664879449492,57,1986,5,149,22,,0.5800000000000001,3,Normal
1987-02-27,1000.9303032369309,0.33,0.4649877278398175,58,1986,5,150,22,,0.5800000000000001,3,Normal
1987-02-28,1014.5386979229211,0.326036434767335,0.45,59,1986,5,151,22,0.69,0.5800000000000001,3,Normal
1987-03-01,1014.5386979229211,0.326036434767335,0.82,60,1986,6,152,22,,0.69,3,Normal
1987-03-02,1035.2640252451852,0.32,0.81,61,1986,6,153,22,,0.69,3,Normal
1987-03-03,1047.345828906835,0.31481521538147955,0.8,62,1986,6,154,22,,0.69,3,Normal
1987-03-04,1072.8301032927882,0.30771055699430366,0.787747125531756,63,1986,6,155,23,,0.69,3,Normal
1987-03-05,1091.324952451782,0.30474197015717536,0.7751735141733759,64,1986,6,156,23,,0.69,3,Normal
1987-03-06,1123.1523461933543,0.29941164389161523,0.7624513923533749,65,1986,6,157,23,,0.69,3,Normal
1987-03-07,1155.331351858345,0.2911224951452646,0.75,66,1986,6,158,23,,0.69,3,Normal
1987-03-08,1175.3661790469923,0.2860947139127389,0.74,67,1986,6,159,23,0.6799999999999999,0.69,3,Normal
1987-03-09,1194.0180977046246,0.28144841593776837,0.7323765117748036,68,1986,6,160,23,,0.69,3,Normal
1987-03-10,1204.2845588525988,0.27891132433049837,0.7227240953136248,69,1986,6,161,23,,0.69,3,Normal
1987-03-11,1234.621483353541,0.27149283847064826,0.7109522330283091,70,1986,6,162,24,,0.6799999999999999,3,Normal
1987-03-12,1258.8462232520642,0.26667607813783845,0.7018070948706073,71,1986,6,163,24,,0.6799999999999999,3,Normal
1987-03-13,1301.7728932780772,0.258518651214891,0.6899309009875306,72,1986,6,164,24,,0.6799999999999999,3,Normal
1987-03-14,1364.0068604697406,0.24691047274030792,0.68,73,1986,6,165,24,,0.6799999999999999,3,Normal
1987-03-15,1419.1791515560512,0.24,0.6666008190572229,74,1986,6,166,24,,0.6799999999999999,3,Normal
1987-03-16,1475.2736487962222,0.23353174204309568,0.6522672243246846,75,1986,6,167,24,,0.6799999999999999,3,Normal
1987-03-17,1513.1210745868766,0.2288937773995733,0.6428785014141036,76,1986,6,168,24,,0.6799999999999999,3,Normal
1987-03-18,1557.016155412527,0.22216758048980229,0.630192709105511,77,1986,6,169,25,0.6699999999999999,0.6799999999999999,3,Normal
1987-03-19,1621.90804405122,0.2136963491257615,0.617174054107408,78,1986,6,170,25,,0.6799999999999999,3,Normal
1987-03-20,1660.5748374335346,0.2091237453861917,0.61,79,1986,6,171,25,,0.6799999999999999,3,Normal
1987-03-21,1720.5290088274346,0.20322759552498573,0.6,80,1986,6,172,25,,0.6699999999999999,3,Normal
1987-03-22,1760.9766277946871,0.19925400783854288,0.5931991153577781,81,1986,6,173,25,,0.6699999999999999,3,Normal
1987-03-23,1799.1907052004233,0.19551693351025595,0.5867453308017962,82,1986,6,174,25,,0.6699999999999999,3,Normal
1987-03-24,1838.9572615207444,0.19162803740604856,0.58,83,1986,6,175,25,,0.6699999999999999,3,Normal
1987-03-25,1855.6050297985278,0.19,0.5776639410697779,84,1986,6,176,26,,0.6699999999999999,3,Normal
1987-03-26,1888.1034246086544,0.18675378829239958,0.5731036802499904,85,1986,6,177,26,,0.6699999999999999,3,Normal
1987-03-27,1942.4358169198674,0.1813266141487819,0.5649564588551803,86,1986,6,178,26,,0.6699999999999999,3,Normal
1987-03-28,1974.0938247759036,0.17844999180890317,0.56,87,1986,6,179,26,0.6699999999999999,0.6699999999999999,3,Normal
1987-03-29,1974.0938247759036,0.17844999180890317,0.56,88,1986,6,180,26,,0.6699999999999999,3,Normal
1987-03-30,2020.7856917948782,0.17451177473323873,0.55,89,1986,6,181,26,,0.6699999999999999,3,Normal
1987-03-31,2030.4944665019214,0.17369288988720077,0.547219486373766,90,1986,6,182,26,,0.6699999999999999,3,Normal
1987-04-01,2053.569263604215,0.17174665030057606,0.72,91,1986,7,183,27,,0.6699999999999999,3,Normal
1987-04-02,2072.8635928153626,0.17011927359422258,0.7183003021678112,92,1986,7,184,27,,0.6699999999999999,3,Normal
1987-04-03,2072.8635928153626,0.17011927359422258,0.7183003021678112,93,1986,7,185,27,,0.6699999999999999,3,Normal
1987-04-04,2053.569263604215,0.17174665030057606,0.72,94,1986,7,186,27,,0.6699999999999999,3,Normal
1987-04-05,2053.569263604215,0.17174665030057606,0.72,95,1986,7,187,27,,0.6699999999999999,3,Normal
1987-04-06,2030.4944665019214,0.17369288988720077,0.7239086788590979,96,1986,7,188,27,,0.6699999999999999,3,Normal
1987-04-07,2030.4944665019214,0.17369288988720077,0.7239086788590979,97,1986,7,189,27,,0.6699999999999999,3,Normal
1987-04-08,2020.7856917948782,0.17451177473323873,0.7255532646067833,98,1986,7,190,28,0.71,0.6699999999999999,3,Normal
1987-04-09,2020.7856917948782,0.17451177473323873,0.7255532646067833,99,1986,7,191,28,,0.6699999999999999,3,Normal
1987-04-10,2008.6845922303726,0.1755324397865313,0.7276030903031887,100,1986,7,192,28,,0.6699999999999999,3,Normal
1987-04-11,2008.6845922303726,0.1755324397865313,0.7276030903031887,101,1986,7,193,28,,0.71,4,Mod_Dry
1987-04-12,2008.6845922303726,0.1755324397865313,0.7276030903031887,102,1986,7,194,28,,0.71,4,Mod_Dry
1987-04-13,1974.0938247759036,0.17844999180890317,0.732305931529494,103,1986,7,195,28,,0.71,4,Mod_Dry
1987-04-14,1942.4358169198674,0.1813266141487819,0.7358773024807259,104,1986,7,196,28,,0.71,4,Mod_Dry
1987-04-15,1930.281750221705,0.18254066406851016,0.7372484146790217,105,1986,7,197,29,,0.71,4,Mod_Dry
1987-04-16,1888.1034246086544,0.18675378829239958,0.7435372373961961,106,1986,7,198,29,,0.71,4,Mod_Dry
1987-04-17,1879.3558330789942,0.18762757095775268,0.7452768189275776,107,1986,7,199,29,,0.71,4,Mod_Dry
1987-04-18,1855.6050297985278,0.19,0.75,108,1986,7,200,29,0.75,0.71,4,Mod_Dry
1987-04-19,1846.5762107104333,0.19088295649978979,0.7516004479628916,109,1986,7,201,29,,0.71,4,Mod_Dry
1987-04-20,1838.9572615207444,0.19162803740604856,0.752950982467021,110,1986,7,202,29,,0.71,4,Mod_Dry
1987-04-21,1811.7337417207764,0.19429031068010644,0.7577766220530495,111,1986,7,203,29,,0.75,4,Mod_Dry
1987-04-22,1799.1907052004233,0.19551693351025595,0.76,112,1986,7,204,30,,0.75,4,Mod_Dry
1987-04-23,1780.0030641821481,0.19739335302729544,0.7641855714639347,113,1986,7,205,30,,0.75,4,Mod_Dry
1987-04-24,1775.0304800420254,0.19787963760609076,0.7652702856431863,114,1986,7,206,30,,0.75,4,Mod_Dry
1987-04-25,1775.0304800420254,0.19787963760609076,0.7652702856431863,115,1986,7,207,30,,0.75,4,Mod_Dry
1987-04-26,1760.9766277946871,0.19925400783854288,0.7683359779223357,116,1986,7,208,30,,0.75,4,Mod_Dry
1987-04-27,1744.0346255942884,0.20091595255144035,0.7728378789856092,117,1986,7,209,30,,0.75,4,Mod_Dry
1987-04-28,1720.5290088274346,0.20322759552498573,0.78,118,1986,7,210,30,0.79,0.75,4,Mod_Dry
1987-04-29,1720.5290088274346,0.20322759552498573,0.78,119,1986,7,211,31,,0.75,4,Mod_Dry
1987-04-30,1720.5290088274346,0.20322759552498573,0.78,120,1986,7,212,31,,0.75,4,Mod_Dry
1987-05-01,1669.2622008406313,0.20826939288066762,0.7,121,1986,8,213,31,,0.79,4,Mod_Dry
1987-05-02,1660.5748374335346,0.2091237453861917,0.7024444685478406,122,1986,8,214,31,,0.79,4,Mod_Dry
1987-05-03,1651.6647655158217,0.21,0.7049516032838015,123,1986,8,215,31,,0.79,4,Mod_Dry
1987-05-04,1633.7233373327708,0.2122286656296536,0.71,124,1986,8,216,31,,0.79,4,Mod_Dry
1987-05-05,1621.90804405122,0.2136963491257615,0.72,125,1986,8,217,31,,0.79,4,Mod_Dry
1987-05-06,1600.4330382693197,0.21636395210554807,0.7267686664143939,126,1986,8,218,32,,0.79,4,Mod_Dry
1987-05-07,1596.3568022413806,0.21687029792379267,0.728053447530621,127,1986,8,219,32,,0.79,4,Mod_Dry
1987-05-08,1571.1617598413472,0.22,0.74,128,1986,8,220,32,0.79,0.79,4,Mod_Dry
1987-05-09,1557.016155412527,0.22216758048980229,0.7457239839427479,129,1986,8,221,32,,0.79,4,Mod_Dry
1987-05-10,1557.016155412527,0.22216758048980229,0.7457239839427479,130,1986,8,222,32,,0.79,4,Mod_Dry
1987-05-11,1557.016155412527,0.22216758048980229,0.7457239839427479,131,1986,8,223,32,,0.79,4,Mod_Dry
1987-05-12,1546.4488945183366,0.223786838872161,0.75,132,1986,8,224,32,,0.79,4,Mod_Dry
1987-05-13,1513.1210745868766,0.2288937773995733,0.76,133,1986,8,225,33,,0.79,4,Mod_Dry
1987-05-14,1491.9776575734118,0.2316056023502368,0.77,134,1986,8,226,33,,0.79,4,Mod_Dry
1987-05-15,1462.899644648205,0.23495858878791082,0.7812797576020141,135,1986,8,227,33,,0.79,4,Mod_Dry
1987-05-16,1434.7436679228667,0.23820525520704863,0.7921672661713531,136,1986,8,228,33,,0.79,4,Mod_Dry
1987-05-17,1405.73214664121,0.24168427228728687,0.7995424378543642,137,1986,8,229,33,,0.79,4,Mod_Dry
1987-05-18,1379.0021279352986,0.24503227654772536,0.81,138,1986,8,230,33,0.8200000000000001,0.79,4,Mod_Dry
1987-05-19,1364.0068604697406,0.24691047274030792,0.8137807986105237,139,1986,8,231,33,,0.79,4,Mod_Dry
1987-05-20,1322.6741428848202,0.2537791820380675,0.8260915288393064,140,1986,8,232,34,,0.79,4,Mod_Dry
1987-05-21,1312.3813467248008,0.25611312814471565,0.8298535333881277,141,1986,8,233,34,,0.8200000000000001,4,Mod_Dry
1987-05-22,1301.7728932780772,0.258518651214891,0.8336891292762284,142,1986,8,234,34,,0.8200000000000001,4,Mod_Dry
1987-05-23,1275.7237704666757,0.2635800664269251,0.8422196513889687,143,1986,8,235,34,,0.8200000000000001,4,Mod_Dry
1987-05-24,1249.7269809418144,0.26834890894839286,0.8489394676952127,144,1986,8,236,34,,0.8200000000000001,4,Mod_Dry
1987-05-25,1240.7262503951906,0.27,0.8520927982079426,145,1986,8,237,34,,0.8200000000000001,4,Mod_Dry
1987-05-26,1222.2206503761302,0.27452529497725386,0.86,146,1986,8,238,34,,0.8200000000000001,4,Mod_Dry
1987-05-27,1204.2845588525988,0.27891132433049837,0.8663597404576973,147,1986,8,239,35,,0.8200000000000001,4,Mod_Dry
1987-05-28,1194.0180977046246,0.28144841593776837,0.87,148,1986,8,240,35,0.83,0.8200000000000001,4,Mod_Dry
1987-05-29,1175.3661790469923,0.2860947139127389,0.8748212684343483,149,1986,8,241,35,,0.8200000000000001,4,Mod_Dry
1987-05-30,1164.1144079443343,0.2888975934582016,0.8777296989204291,150,1986,8,242,35,,0.8200000000000001,4,Mod_Dry
1987-05-31,1147.3120589078617,0.29318822436011843,0.8809720207984624,151,1986,8,243,35,,0.8200000000000001,4,Mod_Dry
1987-06-01,1123.1523461933543,0.29941164389161523,0.54,152,1986,9,244,35,,0.83,4,Mod_Dry
1987-06-02,1077.9287392291048,0.3068921808400706,0.5600799340608857,153,1986,9,245,35,,0.83,4,Mod_Dry
1987-06-03,1055.101601926099,0.31148690333626267,0.58,154,1986,9,246,36,,0.83,4,Mod_Dry
1987-06-04,1035.2640252451852,0.32,0.6,155,1986,9,247,36,,0.83,4,Mod_Dry
1987-06-05,1006.5763361968478,0.32835554299689396,0.62,156,1986,9,248,36,,0.83,4,Mod_Dry
1987-06-06,987.7529759523061,0.33505952147639423,0.6359785751708501,157,1986,9,249,36,,0.83,4,Mod_Dry
1987-06-07,971.0195086075217,0.3411436904823867,0.6562929976117415,158,1986,9,250,36,,0.83,4,Mod_Dry
1987-06-08,953.7943556779089,0.3462392186643199,0.67,159,1986,9,251,36,0.8200000000000001,0.83,4,Mod_Dry
1987-06-09,928.6772600839186,0.35426726442760653,0.6879187015460059,160,1986,9,252,36,,0.83,4,Mod_Dry
1987-06-10,909.9863941447713,0.3609272534268506,0.7,161,1986,9,253,37,,0.83,4,Mod_Dry
1987-06-11,878.5846439870469,0.3740646801420813,0.7168131995805104,162,1986,9,254,37,,0.8200000000000001,4,Mod_Dry
1987-06-12,863.8446172996254,0.3792440933969982,0.7278830670961149,163,1986,9,255,37,,0.8200000000000001,4,Mod_Dry
1987-06-13,827.494316859016,0.39707793574818645,0.7556735503077628,164,1986,9,256,37,,0.8200000000000001,4,Mod_Dry
1987-06-14,790.2740343679293,0.4129985820035896,0.78,165,1986,9,257,37,,0.8200000000000001,4,Mod_Dry
1987-06-15,768.4059838906146,0.4223928962215814,0.7927927101230875,166,1986,9,258,37,,0.8200000000000001,4,Mod_Dry
1987-06-16,745.3882225988765,0.4350347485740903,0.807385152126768,167,1986,9,259,37,,0.8200000000000001,4,Mod_Dry
1987-06-17,725.0551639992441,0.44423849744608257,0.82,168,1986,9,260,38,,0.8200000000000001,4,Mod_Dry
1987-06-18,698.6305101302746,0.45479351753238834,0.8330021384030832,169,1986,9,261,38,0.84,0.8200000000000001,4,Mod_Dry
1987-06-19,684.5315944138771,0.46032448348573873,0.84,170,1986,9,262,38,,0.8200000000000001,4,Mod_Dry
1987-06-20,661.9724703331348,0.47,0.85,171,1986,9,263,38,,0.8200000000000001,4,Mod_Dry
1987-06-21,650.4824688347184,0.47637395994219717,0.8563739599421972,172,1986,9,264,38,,0.84,4,Mod_Dry
1987-06-22,636.5830421564605,0.4851517010549252,0.8651517010549252,173,1986,9,265,38,,0.84,4,Mod_Dry
1987-06-23,619.7760781539125,0.4943500069769319,0.873232596013679,174,1986,9,266,38,,0.84,4,Mod_Dry
1987-06-24,606.9465370462163,0.5,0.8774312432849452,175,1986,9,267,39,,0.84,4,Mod_Dry
1987-06-25,588.3224296656455,0.51,0.8847076699126852,176,1986,9,268,39,,0.84,4,Mod_Dry
1987-06-26,576.2093390100107,0.515596438368922,0.89,177,1986,9,269,39,,0.84,4,Mod_Dry
1987-06-27,561.4868496933939,0.5228127879774911,0.8968239227219483,178,1986,9,270,39,,0.84,4,Mod_Dry
1987-06-28,554.634520659176,0.5265255703383801,0.9,179,1986,9,271,39,0.83,0.84,4,Mod_Dry
1987-06-29,542.6549481246924,0.5332805338687248,0.9051232685499119,180,1986,9,272,39,,0.84,4,Mod_Dry
1987-06-30,536.8780500492484,0.5366846661926873,0.9075938575580567,181,1986,9,273,39,,0.84,4,Mod_Dry
1987-07-01,525.1218445721947,0.543499725573635,0.56,182,1986,10,274,40,,0.83,4,Mod_Dry
1987-07-02,515.3885911234855,0.5490566117130489,0.57,183,1986,10,275,40,,0.83,4,Mod_Dry
1987-07-03,507.0059290967494,0.5561468739628772,0.5929059435331373,184,1986,10,276,40,,0.83,4,Mod_Dry
1987-07-04,502.78711458791463,0.56,0.6,185,1986,10,277,40,,0.83,4,Mod_Dry
1987-07-05,496.9047674821628,0.564732498892339,0.62,186,1986,10,278,40,,0.83,4,Mod_Dry
1987-07-06,492.53168390950515,0.5682507566203591,0.6266791779557543,187,1986,10,279,40,,0.83,4,Mod_Dry
1987-07-07,485.2693293039278,0.5755940726836944,0.65,188,1986,10,280,40,,0.83,4,Mod_Dry
1987-07-08,481.2619091696472,0.58,0.6553728671546678,189,1986,10,281,41,0.8,0.83,4,Mod_Dry
1987-07-09,477.8107042925146,0.5830690426112638,0.66,190,1986,10,282,41,,0.83,4,Mod_Dry
